"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2009-08-28T00:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.72,"bereinigt"
"2009-08-28T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.04,"bereinigt"
"2009-08-28T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.54,"bereinigt"
"2009-08-28T01:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",21.33,"bereinigt"
"2009-08-28T01:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",245.95,"bereinigt"
"2009-08-28T01:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.48,"bereinigt"
"2009-08-28T01:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.54,"bereinigt"
"2009-08-28T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.69,"bereinigt"
"2009-08-28T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",83.94,"bereinigt"
"2009-08-28T02:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",20.56,"bereinigt"
"2009-08-28T02:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",255.91,"bereinigt"
"2009-08-28T02:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.45,"bereinigt"
"2009-08-28T02:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.45,"bereinigt"
"2009-08-28T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.38,"bereinigt"
"2009-08-28T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",83.09,"bereinigt"
"2009-08-28T03:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",20.43,"bereinigt"
"2009-08-28T03:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",183.45,"bereinigt"
"2009-08-28T03:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1,"bereinigt"
"2009-08-28T03:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.03,"bereinigt"
"2009-08-28T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.02,"bereinigt"
"2009-08-28T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.89,"bereinigt"
"2009-08-28T04:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",20.16,"bereinigt"
"2009-08-28T04:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",143.42,"bereinigt"
"2009-08-28T04:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.5,"bereinigt"
"2009-08-28T04:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.85,"bereinigt"
"2009-08-28T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.82,"bereinigt"
"2009-08-28T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",86.07,"bereinigt"
"2009-08-28T05:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",19.17,"bereinigt"
"2009-08-28T05:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",29.29,"bereinigt"
"2009-08-28T05:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.04,"bereinigt"
"2009-08-28T05:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.1,"bereinigt"
"2009-08-28T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.98,"bereinigt"
"2009-08-28T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",85.14,"bereinigt"
"2009-08-28T06:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",19.55,"bereinigt"
"2009-08-28T06:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",239.09,"bereinigt"
"2009-08-28T06:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.5,"bereinigt"
"2009-08-28T06:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.51,"bereinigt"
"2009-08-28T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.12,"bereinigt"
"2009-08-28T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",77.38,"bereinigt"
"2009-08-28T07:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",21.13,"bereinigt"
"2009-08-28T07:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",207.89,"bereinigt"
"2009-08-28T07:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.53,"bereinigt"
"2009-08-28T07:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.69,"bereinigt"
"2009-08-28T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.4,"bereinigt"
"2009-08-28T08:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",72.41,"bereinigt"
"2009-08-28T08:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T08:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",21.97,"bereinigt"
"2009-08-28T08:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",262.02,"bereinigt"
"2009-08-28T08:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.99,"bereinigt"
"2009-08-28T08:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1,"bereinigt"
"2009-08-28T08:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.88,"bereinigt"
"2009-08-28T09:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",61.9,"bereinigt"
"2009-08-28T09:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",23.29,"bereinigt"
"2009-08-28T09:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",258.67,"bereinigt"
"2009-08-28T09:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.69,"bereinigt"
"2009-08-28T09:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.8,"bereinigt"
"2009-08-28T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.11,"bereinigt"
"2009-08-28T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",56.01,"bereinigt"
"2009-08-28T10:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",24.66,"bereinigt"
"2009-08-28T10:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",302.29,"bereinigt"
"2009-08-28T10:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.36,"bereinigt"
"2009-08-28T10:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.37,"bereinigt"
"2009-08-28T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.96,"bereinigt"
"2009-08-28T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",55.7,"bereinigt"
"2009-08-28T11:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",24.65,"bereinigt"
"2009-08-28T11:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",269.88,"bereinigt"
"2009-08-28T11:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.87,"bereinigt"
"2009-08-28T11:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.87,"bereinigt"
"2009-08-28T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.16,"bereinigt"
"2009-08-28T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",51.83,"bereinigt"
"2009-08-28T12:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",26.16,"bereinigt"
"2009-08-28T12:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",267.78,"bereinigt"
"2009-08-28T12:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.46,"bereinigt"
"2009-08-28T12:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.57,"bereinigt"
"2009-08-28T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.68,"bereinigt"
"2009-08-28T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",52.7,"bereinigt"
"2009-08-28T13:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",26.51,"bereinigt"
"2009-08-28T13:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",291.19,"bereinigt"
"2009-08-28T13:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.79,"bereinigt"
"2009-08-28T13:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.81,"bereinigt"
"2009-08-28T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",965.76,"bereinigt"
"2009-08-28T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",52.25,"bereinigt"
"2009-08-28T14:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",26.15,"bereinigt"
"2009-08-28T14:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",305.45,"bereinigt"
"2009-08-28T14:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.32,"bereinigt"
"2009-08-28T14:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.35,"bereinigt"
"2009-08-28T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.21,"bereinigt"
"2009-08-28T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",53.92,"bereinigt"
"2009-08-28T15:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",25.06,"bereinigt"
"2009-08-28T15:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",298.36,"bereinigt"
"2009-08-28T15:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.26,"bereinigt"
"2009-08-28T15:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.28,"bereinigt"
"2009-08-28T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.32,"bereinigt"
"2009-08-28T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",54,"bereinigt"
"2009-08-28T16:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",24.73,"bereinigt"
"2009-08-28T16:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",300.73,"bereinigt"
"2009-08-28T16:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.45,"bereinigt"
"2009-08-28T16:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.46,"bereinigt"
"2009-08-28T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",966.66,"bereinigt"
"2009-08-28T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",57.4,"bereinigt"
"2009-08-28T17:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",23.15,"bereinigt"
"2009-08-28T17:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",314.84,"bereinigt"
"2009-08-28T17:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.48,"bereinigt"
"2009-08-28T17:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.48,"bereinigt"
"2009-08-28T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.07,"bereinigt"
"2009-08-28T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",60.31,"bereinigt"
"2009-08-28T18:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",21.88,"bereinigt"
"2009-08-28T18:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",302.26,"bereinigt"
"2009-08-28T18:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.51,"bereinigt"
"2009-08-28T18:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.52,"bereinigt"
"2009-08-28T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.14,"bereinigt"
"2009-08-28T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",62.07,"bereinigt"
"2009-08-28T19:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",21.24,"bereinigt"
"2009-08-28T19:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",304.56,"bereinigt"
"2009-08-28T19:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.56,"bereinigt"
"2009-08-28T19:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.56,"bereinigt"
"2009-08-28T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.36,"bereinigt"
"2009-08-28T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",60.49,"bereinigt"
"2009-08-28T20:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",21.13,"bereinigt"
"2009-08-28T20:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",322.99,"bereinigt"
"2009-08-28T20:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.96,"bereinigt"
"2009-08-28T20:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.96,"bereinigt"
"2009-08-28T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",967.99,"bereinigt"
"2009-08-28T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",59.04,"bereinigt"
"2009-08-28T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",21.19,"bereinigt"
"2009-08-28T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",324.27,"bereinigt"
"2009-08-28T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.74,"bereinigt"
"2009-08-28T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.77,"bereinigt"
"2009-08-28T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.38,"bereinigt"
"2009-08-28T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",59.38,"bereinigt"
"2009-08-28T22:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",20.63,"bereinigt"
"2009-08-28T22:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",311.72,"bereinigt"
"2009-08-28T22:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.53,"bereinigt"
"2009-08-28T22:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.54,"bereinigt"
"2009-08-28T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.55,"bereinigt"
"2009-08-28T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",58.22,"bereinigt"
"2009-08-28T23:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-28T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",20.38,"bereinigt"
"2009-08-28T23:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",312.82,"bereinigt"
"2009-08-28T23:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.07,"bereinigt"
"2009-08-28T23:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.07,"bereinigt"
"2009-08-28T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.64,"bereinigt"
"2009-08-29T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",57.27,"bereinigt"
"2009-08-29T00:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",20.07,"bereinigt"
"2009-08-29T00:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",304.12,"bereinigt"
"2009-08-29T00:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.73,"bereinigt"
"2009-08-29T00:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.73,"bereinigt"
"2009-08-29T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.47,"bereinigt"
"2009-08-29T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",57.54,"bereinigt"
"2009-08-29T01:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",19.74,"bereinigt"
"2009-08-29T01:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",279.83,"bereinigt"
"2009-08-29T01:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.38,"bereinigt"
"2009-08-29T01:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.47,"bereinigt"
"2009-08-29T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.29,"bereinigt"
"2009-08-29T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",54.89,"bereinigt"
"2009-08-29T02:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",19.86,"bereinigt"
"2009-08-29T02:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",290.09,"bereinigt"
"2009-08-29T02:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.88,"bereinigt"
"2009-08-29T02:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.04,"bereinigt"
"2009-08-29T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.38,"bereinigt"
"2009-08-29T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",55.54,"bereinigt"
"2009-08-29T03:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",19.31,"bereinigt"
"2009-08-29T03:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",306.69,"bereinigt"
"2009-08-29T03:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.71,"bereinigt"
"2009-08-29T03:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.71,"bereinigt"
"2009-08-29T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",968.81,"bereinigt"
"2009-08-29T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",56.52,"bereinigt"
"2009-08-29T04:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",18.42,"bereinigt"
"2009-08-29T04:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",298.44,"bereinigt"
"2009-08-29T04:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.58,"bereinigt"
"2009-08-29T04:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.58,"bereinigt"
"2009-08-29T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",969.23,"bereinigt"
"2009-08-29T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",58.6,"bereinigt"
"2009-08-29T05:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",17.51,"bereinigt"
"2009-08-29T05:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",300.21,"bereinigt"
"2009-08-29T05:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.19,"bereinigt"
"2009-08-29T05:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.19,"bereinigt"
"2009-08-29T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",969.71,"bereinigt"
"2009-08-29T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",61.86,"bereinigt"
"2009-08-29T06:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",16.61,"bereinigt"
"2009-08-29T06:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",299.07,"bereinigt"
"2009-08-29T06:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.32,"bereinigt"
"2009-08-29T06:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.32,"bereinigt"
"2009-08-29T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",970.33,"bereinigt"
"2009-08-29T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",61.41,"bereinigt"
"2009-08-29T07:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",16.54,"bereinigt"
"2009-08-29T07:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",300.87,"bereinigt"
"2009-08-29T07:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.76,"bereinigt"
"2009-08-29T07:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.76,"bereinigt"
"2009-08-29T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",971.02,"bereinigt"
"2009-08-29T08:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",57.43,"bereinigt"
"2009-08-29T08:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T08:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",16.34,"bereinigt"
"2009-08-29T08:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",295.12,"bereinigt"
"2009-08-29T08:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.31,"bereinigt"
"2009-08-29T08:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.34,"bereinigt"
"2009-08-29T08:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",971.28,"bereinigt"
"2009-08-29T09:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",52.82,"bereinigt"
"2009-08-29T09:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",16.85,"bereinigt"
"2009-08-29T09:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",299.59,"bereinigt"
"2009-08-29T09:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.24,"bereinigt"
"2009-08-29T09:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.25,"bereinigt"
"2009-08-29T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",971.67,"bereinigt"
"2009-08-29T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",52.79,"bereinigt"
"2009-08-29T10:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",16.99,"bereinigt"
"2009-08-29T10:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",221.27,"bereinigt"
"2009-08-29T10:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.34,"bereinigt"
"2009-08-29T10:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.45,"bereinigt"
"2009-08-29T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",971.76,"bereinigt"
"2009-08-29T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",46.27,"bereinigt"
"2009-08-29T11:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",18.45,"bereinigt"
"2009-08-29T11:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",292.73,"bereinigt"
"2009-08-29T11:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.28,"bereinigt"
"2009-08-29T11:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.28,"bereinigt"
"2009-08-29T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",971.86,"bereinigt"
"2009-08-29T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",41.09,"bereinigt"
"2009-08-29T12:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",19.31,"bereinigt"
"2009-08-29T12:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",304.25,"bereinigt"
"2009-08-29T12:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.48,"bereinigt"
"2009-08-29T12:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.49,"bereinigt"
"2009-08-29T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",971.63,"bereinigt"
"2009-08-29T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",39.15,"bereinigt"
"2009-08-29T13:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",20.02,"bereinigt"
"2009-08-29T13:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",284.25,"bereinigt"
"2009-08-29T13:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.1,"bereinigt"
"2009-08-29T13:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.1,"bereinigt"
"2009-08-29T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",971.37,"bereinigt"
"2009-08-29T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",35.43,"bereinigt"
"2009-08-29T14:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"bereinigt"
"2009-08-29T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",20.91,"bereinigt"
"2009-08-29T14:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",279.44,"bereinigt"
